Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003891,Female,Yes,3+,Graduate,No,2873,1872,132,360,1,Semiurban,Y
LP003892,Male,No,0,Graduate,Yes,16667,2250,86,360,1,Urban,N
LP003893,Male,Yes,1,Graduate,No,2947,1603,,360,1,Urban,Y
LP003894,Male,No,0,Not Graduate,No,4350,0,154,360,1,Urban,Y
LP003895,Female,No,0,Graduate,No,3095,0,113,360,1,Semiurban,Y
LP003896,Male,Yes,3+,Graduate,No,2083,3150,128,360,1,Urban,Y
LP003897,Male,Yes,0,Graduate,No,10833,0,234,180,1,Urban,Y
LP003898,Male,Yes,2,Graduate,No,8333,0,246,180,1,Urban,Y
LP003899,Male,Yes,0,Graduate,,1958,2436,131,,1,Semiurban,Y
LP003900,Female,Yes,1,Graduate,No,3547,0,80,360,1,Rural,Y
LP003901,Male,No,1,Not Graduate,No,18333,0,500,360,1,Rural,Y
LP003902,Male,Yes,3+,Graduate,No,4583,2083,160,360,0,Urban,N
LP003903,Male,Yes,0,Graduate,No,2435,0,75,360,1,Semiurban,Y
LP003904,Female,Yes,2,Graduate,No,2699,2785,96,360,1,Rural,N
LP003905,Female,Yes,2,Graduate,No,5333,1131,186,360,1,Rural,N
LP003906,Male,No,2,Graduate,No,3691,0,110,360,1,Urban,Y
LP003907,Male,Yes,2,Graduate,No,17263,0,225,360,1,Semiurban,Y
LP003908,Female,Yes,1,Graduate,No,3597,2157,119,360,1,Rural,Y
LP003909,Male,Yes,2,Graduate,No,3326,913,105,360,1,Semiurban,Y
LP003910,Female,No,0,Graduate,No,2600,1700,107,360,0,Rural,N
LP003911,Male,Yes,3+,Not Graduate,,4625,2857,111,360,1,Urban,Y
LP003912,Female,Yes,0,Graduate,No,2895,0,95,360,,Semiurban,Y
LP003913,Male,Yes,0,Not Graduate,No,6283,4416,209,360,1,Rural,Y
LP003914,Male,Yes,2,Graduate,No,645,3683,113,360,1,Semiurban,Y
LP003915,Male,No,1,Not Graduate,Yes,3159,0,100,360,1,Rural,N
LP003916,Male,No,2,Graduate,No,4865,5624,208,360,1,Rural,Y
LP003917,Female,No,1,Graduate,No,4050,5302,138,360,0,Rural,N
LP003918,Male,Yes,2,Graduate,No,3814,1483,124,360,1,Semiurban,Y
LP003919,Male,Yes,0,Graduate,No,3510,4416,243,180,1,Urban,Y
LP003920,Male,Yes,0,Not Graduate,No,20833,6667,480,360,1,Rural,Y
LP003921,Female,Yes,1,Graduate,No,3583,0,96,360,1,Urban,N
LP003922,Male,Yes,0,Graduate,No,2479,3013,188,480,0,Urban,N
LP003923,Male,Yes,0,Graduate,No,13262,0,40,360,1,Semiurban,Y
LP003924,Male,Yes,0,Graduate,No,3598,1287,100,360,1,Semiurban,N
LP003925,Male,No,1,Graduate,No,6065,2004,250,360,1,Semiurban,Y
LP003926,Female,No,0,Graduate,Yes,3283,2035,148,360,1,Urban,Y
LP003927,Male,Yes,0,Graduate,Yes,2130,6666,70,300,,Urban,Y
LP003928,Male,Yes,1,Graduate,No,5815,3666,311,360,1,Rural,Y
LP003929,Male,Yes,0,Graduate,Yes,3466,3428,150,360,1,Rural,N
LP003930,Female,Yes,0,Graduate,No,2031,1632,113,480,1,Semiurban,N
LP003931,Female,Yes,0,Not Graduate,No,3074,1800,123,,0,Rural,N
LP003932,Male,No,2,Graduate,No,4683,1915,185,360,1,Semiurban,Y
LP003933,Male,Yes,1,Not Graduate,No,3400,0,95,360,1,Rural,N
LP003934,Female,Yes,0,Graduate,No,2192,1742,45,360,1,Semiurban,Y
LP003935,Male,Yes,2,Graduate,No,2500,0,55,360,1,Semiurban,Y
LP003936,Female,Yes,0,Graduate,No,5677,1424,100,300,1,Rural,Y
LP003937,Male,Yes,0,Graduate,No,7948,7166,480,180,0,Urban,N
LP003938,Female,No,0,Not Graduate,No,4680,2087,,360,1,Urban,Y
LP003939,Male,Yes,1,Graduate,No,17500,0,400,180,1,Urban,Y
LP003940,Male,Yes,0,Graduate,Yes,3775,0,110,360,1,Rural,Y
LP003941,Male,No,1,Not Graduate,No,5285,1430,161,360,,Semiurban,Y
LP003942,Male,No,2,Graduate,No,2679,1302,94,480,1,Urban,N
LP003943,Female,Yes,0,Not Graduate,No,6783,0,130,360,1,Urban,Y
LP003944,Male,No,0,Not Graduate,No,1025,5500,216,360,1,Semiurban,Y
LP003945,Male,No,3+,Not Graduate,No,4281,0,100,360,1,Semiurban,Y
LP003946,Male,Yes,2,Not Graduate,No,3588,0,110,360,1,Urban,Y
LP003947,Female,Yes,,Graduate,No,11250,0,196,360,1,Urban,Y
LP003948,Male,Yes,0,Not Graduate,No,18165,0,125,360,1,Urban,N
LP003949,Male,Yes,0,Graduate,No,2550,2042,126,180,1,Urban,Y
LP003950,Male,Yes,2,Graduate,No,6133,3906,324,360,1,Semiurban,Y
LP003951,Male,No,0,Graduate,No,3617,0,107,360,0,Urban,N
LP003952,Female,No,3+,Graduate,No,2917,536,66,360,1,Urban,Y
LP003953,Male,No,2,Graduate,Yes,6417,0,157,360,1,Rural,Y
LP003954,Male,Yes,0,Not Graduate,Yes,4608,2845,140,360,1,Rural,Y
LP003955,Male,Yes,2,Graduate,No,2138,0,99,360,1,Rural,Y
LP003956,Female,Yes,0,Not Graduate,No,3652,0,95,360,,Urban,Y
LP003957,Female,Yes,1,Graduate,No,2239,2524,128,180,1,Semiurban,Y
LP003958,Male,Yes,1,Graduate,No,3017,663,102,360,1,Urban,Y
LP003959,Male,No,0,Graduate,,2768,1950,155,360,,Semiurban,Y
LP003960,Female,Yes,0,Graduate,No,3358,0,80,360,0,Urban,N
LP003961,Male,No,3+,Graduate,No,2526,1783,145,360,1,Urban,Y
LP003962,Female,No,2,Graduate,No,5000,0,103,360,1,Rural,Y
LP003963,Male,Yes,1,Graduate,No,2785,2016,110,360,0,Semiurban,N
LP003964,Female,Yes,0,Graduate,No,6633,0,,180,0,Urban,N
LP003965,Male,Yes,0,Graduate,No,2492,2375,,300,1,Rural,N
LP003966,Male,No,0,Graduate,No,3333,3250,158,360,1,Semiurban,Y
LP003967,Male,Yes,2,Not Graduate,Yes,2454,2333,181,360,1,Semiurban,Y
LP003968,Male,Yes,0,Graduate,No,3593,4266,132,360,1,Rural,N
LP003969,Female,Yes,3+,Graduate,No,5468,1032,26,360,1,Semiurban,Y
LP003970,Male,No,1,Graduate,Yes,2667,1625,84,360,1,Urban,Y
LP003971,Male,No,0,Graduate,No,10139,0,260,360,1,Rural,Y
LP003972,Male,Yes,1,Graduate,,3887,2669,162,300,0,Semiurban,N
LP003973,Female,No,1,Not Graduate,No,4180,2306,182,360,0,Rural,N
LP003974,Male,Yes,0,Graduate,No,3675,242,108,360,1,Semiurban,N
LP003975,Male,Yes,0,Graduate,No,19484,0,600,360,,Urban,Y
LP003976,Male,No,0,Graduate,No,5923,2054,211,360,0,Rural,N
LP003977,Male,Yes,0,Graduate,,5800,0,132,360,1,Rural,Y
LP003978,Female,Yes,0,Graduate,Yes,8799,0,258,360,0,Semiurban,N
LP003979,Male,Yes,0,Graduate,No,4467,0,120,360,1,Urban,Y
LP003980,Male,No,2,Graduate,No,3333,0,70,360,1,Urban,N
LP003981,Male,No,1,Graduate,No,3400,2500,123,360,1,Urban,N
LP003982,Female,Yes,1,Not Graduate,No,2378,0,9,360,1,Rural,Y
LP003983,Female,Yes,0,Graduate,No,3166,2064,104,360,1,Semiurban,Y
LP003984,Male,No,0,Graduate,Yes,3417,1750,186,360,1,Rural,Y
LP003985,Male,No,1,Not Graduate,No,5116,1451,165,,0,Urban,N
LP003986,Female,No,0,Graduate,Yes,16666,0,275,360,1,Urban,Y
LP003987,Male,No,3+,Graduate,No,6125,1625,187,,0,Urban,N
LP003988,Female,Yes,0,Not Graduate,No,6406,0,150,360,1,Semiurban,Y
LP003989,Male,No,0,Graduate,No,3159,461,108,360,1,Rural,Y
LP003990,Female,Yes,2,Graduate,No,3087,2210,136,360,1,Rural,N
LP003991,Male,Yes,1,Graduate,No,3229,2739,110,360,1,Semiurban,Y
LP003992,Male,Yes,0,Graduate,No,1782,2232,107,360,1,Rural,Y
LP003993,Male,No,0,Graduate,Yes,3182,2917,161,180,1,Urban,Y
LP003994,Male,No,2,Not Graduate,No,6540,0,205,360,1,Semiurban,Y
LP003995,Female,Yes,0,Graduate,No,1836,33837,90,360,0,Rural,N
LP003996,Male,Yes,0,Graduate,Yes,3166,0,36,360,1,Semiurban,Y
LP003997,Male,Yes,3+,Not Graduate,No,1880,0,61,360,1,Semiurban,Y
LP003998,Male,No,0,Graduate,No,2787,1917,146,360,1,Urban,Y
LP003999,Female,No,0,Graduate,No,4283,3000,172,240,1,Semiurban,Y
LP004000,Male,No,1,Graduate,No,2297,1522,104,360,1,Semiurban,Y
LP004001,Male,Yes,,Graduate,No,2165,0,70,360,1,Urban,Y
LP004002,Male,Yes,2,Graduate,,4750,0,94,360,0,Urban,N
LP004003,Male,Yes,2,Graduate,No,2726,0,106,360,1,Rural,Y
LP004004,Female,Yes,3+,Graduate,No,3000,3416,56,360,1,Semiurban,Y
LP004005,Male,Yes,2,Graduate,No,6000,0,205,360,1,Rural,Y
LP004006,Male,Yes,0,Graduate,No,9357,0,292,360,1,Semiurban,Y
LP004007,Male,Yes,0,Not Graduate,No,3859,3300,142,360,1,Semiurban,Y
LP004008,Female,No,1,Graduate,No,16120,0,260,300,,Rural,Y
LP004009,Female,Yes,0,Not Graduate,No,3833,0,110,360,1,Rural,Y
LP004010,Male,Yes,2,Graduate,,6383,1000,187,360,1,Rural,Y
LP004011,Male,Yes,0,Not Graduate,No,2987,0,88,360,1,Rural,N
LP004012,Female,Yes,0,Graduate,No,9963,0,180,360,0,Rural,N
LP004013,Male,Yes,1,Not Graduate,No,5780,0,192,360,,Semiurban,N
LP004014,Female,Yes,1,Not Graduate,No,416,41667,350,360,0,Rural,N
LP004015,Male,No,1,Graduate,,2894,2792,155,300,,Urban,Y
LP004016,Female,Yes,0,Graduate,Yes,5703,0,128,360,0,Rural,N
LP004017,Male,Yes,0,Graduate,No,3676,4301,172,180,0,Rural,Y
LP004018,Male,No,0,Not Graduate,No,12000,0,496,360,1,Semiurban,Y
LP004019,Male,Yes,2,Not Graduate,No,2400,3800,,360,1,Semiurban,Y
LP004020,Male,No,0,Graduate,,3400,2500,173,360,1,Urban,Y
LP004021,Female,Yes,2,Graduate,,3987,1411,157,360,1,Urban,N
LP004022,Male,Yes,3+,Graduate,No,3232,1950,108,360,1,Rural,Y
LP004023,Male,Yes,0,Graduate,Yes,2900,0,71,360,1,Semiurban,N
LP004024,Male,Yes,0,Graduate,No,4106,0,40,360,,Semiurban,Y
LP004025,Female,Yes,0,Graduate,No,8072,240,253,180,1,Urban,Y
LP004026,Male,Yes,2,Graduate,No,7583,0,187,360,1,Rural,Y
LP004027,Male,Yes,,Graduate,No,4583,0,133,360,1,Semiurban,Y
LP004028,Male,Yes,0,Graduate,No,3510,0,76,360,0,Semiurban,N
LP004029,Male,No,2,Graduate,No,4887,0,133,360,1,Rural,Y
LP004030,Female,Yes,3+,Not Graduate,No,2600,3500,115,180,0,Urban,N
LP004031,Male,No,0,Graduate,No,7660,0,104,360,1,Semiurban,Y
LP004032,Male,Yes,3+,Graduate,No,5955,5625,315,360,1,Semiurban,Y
LP004033,Male,No,0,Graduate,No,2600,1911,116,360,1,Urban,N
LP004034,Female,Yes,1,Graduate,No,3365,1917,112,360,1,Semiurban,Y
LP004035,Female,Yes,0,Not Graduate,Yes,3717,2925,151,180,0,Rural,N
LP004036,Male,Yes,1,Graduate,No,9560,0,191,360,1,Semiurban,Y
LP004037,Male,Yes,2,Graduate,No,2799,2253,122,360,,Urban,Y
LP004038,Female,Yes,0,Graduate,No,4226,1040,110,360,1,Rural,Y
LP004039,Male,No,0,Graduate,No,1442,0,35,360,1,Rural,Y
LP004040,Female,No,3+,Graduate,No,3750,2083,120,300,1,Semiurban,Y
LP004041,Male,Yes,1,Not Graduate,No,4166,3369,201,360,0,Semiurban,N
LP004042,Female,Yes,2,Graduate,No,3167,0,74,360,1,Semiurban,Y
LP004043,Male,Yes,0,Graduate,No,4692,0,106,360,1,Urban,N
LP004044,Male,No,0,Graduate,No,3500,1667,114,360,1,Rural,Y
LP004045,Male,Yes,2,Graduate,Yes,12500,3000,320,360,1,Rural,Y
LP004046,Male,Yes,0,Graduate,No,2275,2067,,360,1,Semiurban,Y
LP004047,Female,No,0,Graduate,No,1828,1330,100,360,1,Semiurban,Y
LP004048,Male,Yes,0,Graduate,No,3667,1459,144,360,1,Semiurban,Y
LP004049,Male,No,0,Graduate,No,4166,7210,184,360,1,Rural,Y
LP004050,Male,Yes,0,Not Graduate,No,3748,1668,110,360,0,Rural,N
LP004051,Female,Yes,0,Graduate,No,3600,0,80,360,1,Urban,N
LP004052,Male,No,0,Graduate,No,1800,1213,47,360,1,Semiurban,Y
LP004053,Male,Yes,1,Not Graduate,Yes,2400,0,75,360,1,Urban,N
LP004054,Male,Yes,3+,Graduate,No,3941,2336,134,360,,Semiurban,Y
LP004055,Male,No,0,Graduate,No,4695,0,96,360,,Urban,Y
LP004056,Female,Yes,0,Graduate,No,3410,0,88,360,1,Rural,Y
LP004057,Male,Yes,1,Not Graduate,No,5649,0,44,360,1,Semiurban,Y
LP004058,Male,Yes,2,Graduate,No,5821,0,144,360,0,Rural,N
LP004059,Male,Yes,0,Not Graduate,Yes,2645,3440,120,84,1,Semiurban,Y
LP004060,Female,Yes,0,Graduate,No,4000,2275,144,360,1,Rural,Y
LP004061,Female,No,1,Graduate,No,1928,1644,100,12,,Urban,Y
LP004062,Male,Yes,0,Not Graduate,Yes,3086,0,120,360,1,Semiurban,Y
LP004063,Male,Yes,0,Graduate,No,4230,0,112,360,0,Rural,N
LP004064,Female,Yes,0,Not Graduate,No,4616,0,134,480,1,Rural,Y
LP004065,Male,No,0,Graduate,Yes,11500,0,286,360,1,Semiurban,Y
LP004066,Female,No,,Graduate,No,2708,1167,97,360,1,Semiurban,Y
LP004067,Male,Yes,0,Graduate,No,2132,1591,96,360,,Rural,N
LP004068,Female,No,0,Graduate,Yes,3366,2200,135,300,1,Semiurban,Y
LP004069,Male,No,0,Graduate,No,8080,2250,180,360,1,Rural,Y
LP004070,Male,No,0,Not Graduate,Yes,3357,2859,144,360,,Urban,Y
LP004071,Male,No,0,Graduate,No,2500,3796,120,360,1,Urban,N
LP004072,Male,No,0,Graduate,Yes,3029,0,99,360,1,Urban,Y
LP004073,Female,Yes,3+,Graduate,No,2609,3449,165,360,1,Urban,Y
LP004074,Male,No,1,Graduate,No,4945,0,,360,1,Rural,N
LP004075,Male,Yes,0,Graduate,No,4166,0,116,360,1,Semiurban,Y
LP004076,Male,Yes,1,Graduate,No,5726,4595,258,360,1,Urban,Y
LP004077,Female,No,2,Not Graduate,No,3200,2254,126,180,1,Semiurban,N
LP004078,Male,Yes,0,Graduate,No,10750,0,312,360,1,Rural,N
LP004079,Male,Yes,2,Graduate,No,7100,0,125,360,1,Rural,Y
LP004080,Male,Yes,1,Graduate,No,4300,0,136,480,1,Semiurban,Y
LP004081,Male,Yes,2,Graduate,No,3208,3066,172,360,0,Semiurban,N
LP004082,Female,No,2,Graduate,No,1875,1875,97,360,1,Semiurban,N
LP004083,Male,No,0,Not Graduate,No,3500,0,81,360,1,Rural,N
LP004084,Male,Yes,0,Graduate,No,4755,0,95,360,1,Semiurban,Y
LP004085,Male,Yes,0,Not Graduate,No,5266,1774,187,360,1,Semiurban,Y
LP004086,Female,Yes,2,Graduate,,3750,0,113,360,1,Rural,Y
LP004087,Female,Yes,0,Graduate,No,3750,4750,176,360,1,Rural,Y
LP004088,Male,No,0,Graduate,No,1000,3022,110,360,1,Semiurban,N
LP004089,Male,Yes,2,Not Graduate,No,3167,4000,180,360,1,Rural,Y
LP004090,Female,Yes,0,Graduate,No,3333,2166,130,360,1,Semiurban,Y
LP004091,Male,Yes,0,Not Graduate,No,3846,0,111,360,1,Semiurban,Y
LP004092,Female,Yes,3+,Graduate,No,2395,0,,480,1,Semiurban,Y
LP004093,Male,No,0,Graduate,No,1378,1881,167,360,1,Rural,Y
LP004094,Female,Yes,1,Graduate,No,6000,2250,265,360,1,Semiurban,Y
LP004095,Male,Yes,0,Graduate,No,3988,0,50,180,1,Rural,Y
LP004096,Male,No,0,Graduate,No,2366,2531,136,,1,Rural,Y
LP004097,Male,No,3+,Graduate,No,3333,2000,99,360,1,Semiurban,Y
LP004098,Male,No,0,Not Graduate,,2500,2118,104,360,1,Semiurban,Y
LP004099,Female,No,2,Graduate,No,8566,0,210,360,1,Rural,Y
LP004100,Male,Yes,0,Not Graduate,No,5695,4167,175,360,,Urban,N
LP004101,Male,No,1,Graduate,No,2958,2900,131,360,,Urban,Y
LP004102,Male,,1,Graduate,,6250,5654,188,360,1,Rural,Y
LP004103,Female,No,3+,Not Graduate,No,3273,1820,81,360,1,Semiurban,Y
LP004104,Male,Yes,0,Graduate,Yes,4133,0,122,360,1,Rural,Y
LP004105,Male,No,2,Graduate,,3620,0,25,180,1,Urban,N
LP004106,Male,Yes,2,Graduate,No,6782,0,,60,1,Urban,Y
LP004107,Male,No,2,Graduate,No,2484,2302,137,360,1,Rural,Y
LP004108,Female,Yes,2,Graduate,No,1977,997,50,360,1,Semiurban,Y
LP004109,Male,No,1,Graduate,No,4188,0,115,180,1,Urban,N
LP004110,Male,No,2,Graduate,No,1759,3541,131,360,1,Urban,Y
LP004111,Male,Yes,0,Graduate,No,4288,3263,133,180,1,Urban,Y
LP004112,Female,Yes,3+,Graduate,No,4843,3806,151,480,1,Semiurban,Y
LP004113,Female,Yes,0,Graduate,No,13650,0,,360,1,Urban,Y
LP004114,Male,Yes,0,Graduate,No,4652,3583,,360,0,Semiurban,N
LP004115,Male,Yes,2,Not Graduate,No,3816,754,160,360,1,Urban,N
LP004116,Female,No,1,Graduate,No,3052,1030,100,360,1,Rural,Y
LP004117,Male,Yes,2,Graduate,No,11417,1126,225,180,1,Semiurban,Y
LP004118,Female,Yes,1,Graduate,No,7333,0,120,360,0,Urban,N
LP004119,Male,Yes,2,Graduate,Yes,3800,3600,216,360,1,Rural,Y
LP004120,Female,Yes,0,Graduate,No,2071,754,94,360,0,Rural,N
LP004121,Male,No,0,Graduate,Yes,5316,0,136,360,1,Urban,N
LP004122,Male,Yes,1,Graduate,No,2929,2333,139,360,1,Rural,N
LP004123,Male,Yes,0,Graduate,No,3572,4114,152,360,,Semiurban,N
LP004124,Male,Yes,0,Graduate,Yes,7451,0,,360,,Urban,Y
LP004125,Female,No,0,Graduate,No,5050,0,118,360,1,Semiurban,Y
LP004126,Male,Yes,1,Graduate,No,14583,0,185,36,1,Semiurban,N
LP004127,Male,Yes,0,Graduate,No,3167,2283,154,360,1,Rural,Y
LP004128,Male,Yes,0,Graduate,Yes,2214,1398,85,360,1,Semiurban,Y
LP004129,Female,Yes,1,Graduate,No,5568,2142,175,360,1,Rural,Y
LP004130,Male,No,0,Not Graduate,No,10408,0,259,360,1,Semiurban,Y
LP004131,Male,No,0,Graduate,No,5667,2667,180,360,0,Urban,Y
LP004132,Male,No,0,Graduate,No,4166,0,44,360,1,Rural,N
LP004133,Male,Yes,2,Graduate,Yes,2137,8980,137,360,1,Urban,Y
LP004134,Female,Yes,1,Graduate,No,2957,0,81,360,1,Urban,Y
LP004135,Male,Yes,0,Graduate,No,4300,2014,194,360,1,Urban,Y
LP004136,Male,Yes,2,Graduate,No,3692,0,93,360,1,Rural,Y
LP004137,Male,Yes,0,Graduate,No,23803,0,370,360,1,Semiurban,Y
LP004138,Female,Yes,0,Graduate,No,3865,1640,,360,1,Semiurban,Y
LP004139,Female,Yes,0,Graduate,No,10513,3850,160,360,1,Semiurban,Y
LP004140,Male,No,1,Graduate,No,6080,2569,182,360,1,Semiurban,Y
LP004141,Male,No,0,Graduate,No,3601,1590,,360,1,Urban,Y
LP004142,Female,Yes,1,Graduate,Yes,3166,2985,132,360,1,Semiurban,Y
LP004143,Male,Yes,2,Graduate,No,15000,0,300,360,,Rural,Y
LP004144,Female,Yes,0,Not Graduate,No,8666,4983,376,360,0,Urban,N
LP004145,Male,Yes,0,Graduate,No,4917,0,130,360,1,Semiurban,Y
LP004146,Female,Yes,3+,Graduate,No,5818,2160,184,180,1,Urban,Y
LP004147,Male,No,2,Graduate,No,4333,2451,110,360,1,Urban,Y
LP004148,Male,Yes,,Graduate,No,2500,0,67,360,1,Rural,N
LP004149,Male,Yes,0,Graduate,,4384,1793,117,360,1,Rural,Y
LP004150,Male,Yes,0,Graduate,No,2935,0,98,300,1,Semiurban,N
LP004151,Female,Yes,2,Not Graduate,No,2833,0,71,360,1,Rural,Y
LP004152,Male,Yes,0,Graduate,No,63337,0,490,360,1,Semiurban,Y
LP004153,Male,No,3+,Graduate,No,9833,1833,182,360,1,Rural,Y
LP004154,Male,Yes,2,Graduate,No,5503,4490,70,360,1,Rural,Y
LP004155,Female,Yes,0,Graduate,No,5250,688,160,360,0,Semiurban,N
LP004156,Male,No,2,Graduate,No,2500,4600,176,360,1,Urban,Y
LP004157,Male,No,0,Graduate,No,1830,0,,480,0,Urban,N
LP004158,Male,Yes,1,Graduate,No,4160,0,71,360,1,Semiurban,Y
LP004159,Male,No,1,Graduate,No,2647,1587,173,360,1,Urban,Y
LP004160,Female,No,0,Graduate,No,2378,0,46,360,1,Semiurban,Y
LP004161,Male,Yes,0,Not Graduate,,4554,1229,158,360,1,Urban,Y
LP004162,Male,Yes,3+,Graduate,No,3173,0,74,480,1,Rural,N
LP004163,Male,Yes,2,Not Graduate,No,2583,2330,125,360,1,Urban,N
LP004164,Female,Yes,1,Graduate,No,2499,2458,160,360,0,Urban,N
LP004165,Female,Yes,0,Not Graduate,Yes,3523,3230,152,360,1,Semiurban,Y
LP004166,Male,No,0,Graduate,No,3083,2168,126,360,1,Rural,Y
LP004167,Male,No,0,Graduate,No,6333,4583,259,360,1,Urban,Y
LP004168,Female,No,2,Graduate,No,2625,6250,187,360,1,Rural,Y
LP004169,Male,Yes,0,Graduate,No,9083,0,228,360,1,Urban,N
LP004170,Female,Yes,3+,Not Graduate,No,8750,4167,308,360,1,Rural,Y
LP004171,Male,Yes,1,Graduate,No,2666,2083,95,360,0,Urban,N
LP004172,Female,Yes,0,Graduate,No,5500,0,105,360,1,Rural,N
LP004173,Male,Yes,1,Graduate,No,2423,505,130,360,,Rural,Y
LP004174,Male,No,1,Graduate,No,3813,0,116,360,1,Semiurban,Y
LP004175,Male,Yes,0,Graduate,No,8333,3167,165,360,1,Semiurban,Y
LP004176,Male,No,0,Graduate,Yes,3875,0,67,360,1,Rural,Y
LP004177,Female,No,0,Graduate,Yes,3000,1666,100,84,,Rural,Y
LP004178,Male,Yes,0,Graduate,No,5167,3167,200,360,1,Rural,N
LP004179,Male,Yes,0,Graduate,Yes,4723,0,81,180,1,Urban,Y
LP004180,Male,Yes,0,Graduate,No,5000,3667,236,360,1,Semiurban,Y
LP004181,Female,No,2,Not Graduate,No,4750,2333,130,360,,Urban,Y
LP004182,Male,Yes,1,Graduate,No,3013,3033,95,360,,Semiurban,Y
LP004183,Male,Yes,1,Not Graduate,No,6822,0,141,360,1,Rural,N
LP004184,Male,Yes,0,Graduate,No,6216,0,133,360,1,Semiurban,Y
LP004185,Male,No,0,Graduate,No,2500,0,96,360,1,Semiurban,Y
LP004186,Female,No,1,Graduate,No,5124,0,124,360,1,Rural,Y
LP004187,Male,Yes,0,Graduate,No,6325,0,175,360,,Rural,Y
LP004188,Male,No,3+,Not Graduate,No,19730,5266,570,360,1,Rural,Y
LP004189,Male,Yes,0,Graduate,No,15759,0,55,360,0,Rural,N
LP004190,Female,Yes,0,Graduate,Yes,5185,0,155,360,0,Rural,Y
LP004191,Female,No,2,Not Graduate,No,9323,7873,380,360,1,Semiurban,Y
LP004192,Male,Yes,1,Graduate,No,3062,1987,111,360,1,Urban,N
LP004193,Male,Yes,0,Not Graduate,No,2764,1459,110,360,1,Urban,Y
LP004194,Female,Yes,0,Not Graduate,No,4817,923,120,360,1,Urban,Y
LP004195,Male,No,2,Not Graduate,No,8750,4996,130,360,1,Semiurban,Y
LP004196,Female,No,0,Not Graduate,No,4310,0,130,360,1,Urban,Y
LP004197,Male,Yes,0,Graduate,No,3069,0,71,180,1,Urban,Y
LP004198,Female,Yes,3+,Not Graduate,No,5391,0,130,180,1,Urban,Y
LP004199,Male,No,0,Graduate,No,3333,2500,128,,1,Semiurban,Y
LP004200,Male,No,0,Graduate,No,5941,4232,296,360,1,Rural,Y
LP004201,Male,No,1,Graduate,No,6000,0,156,360,1,Rural,Y
LP004202,Male,No,,Graduate,No,7167,0,128,360,0,Urban,N
LP004203,Female,Yes,2,Graduate,Yes,4566,0,100,360,1,Semiurban,Y
LP004204,Male,No,2,Not Graduate,Yes,3667,0,113,360,1,Rural,N
LP004205,Male,Yes,3+,Graduate,No,2346,1600,132,360,1,Rural,N
LP004206,Male,Yes,2,Not Graduate,No,3010,3136,,360,1,Urban,Y
LP004207,Female,Yes,0,Graduate,No,2333,2417,136,360,1,Semiurban,Y
LP004208,Male,No,0,Graduate,No,5488,0,125,360,1,Rural,Y
LP004209,Male,No,1,Graduate,,9167,0,185,360,1,Semiurban,Y
LP004210,Male,Yes,0,Graduate,No,9504,0,275,360,0,Rural,N
LP004211,Male,Yes,2,Graduate,No,2583,2115,120,360,1,Urban,Y
LP004212,Female,Yes,0,Graduate,No,1993,1625,113,360,,Semiurban,Y
LP004213,Male,No,0,Graduate,No,3100,1400,113,360,1,Rural,Y
LP004214,Male,No,1,Graduate,No,3276,484,135,360,1,Semiurban,Y
LP004215,Male,No,1,Graduate,No,3180,0,71,360,1,Rural,N
LP004216,Female,Yes,1,Graduate,No,3033,1459,95,360,1,Rural,Y
LP004217,Female,Yes,0,Not Graduate,Yes,3902,1666,109,360,0,Rural,N
LP004218,Male,Yes,0,Graduate,No,1500,1800,103,360,1,Semiurban,Y
LP004219,Male,Yes,0,Graduate,No,2889,0,45,180,1,Urban,Y
LP004220,Female,Yes,2,Graduate,Yes,2755,0,65,360,1,Rural,Y
LP004221,Male,Yes,0,Graduate,No,2500,20000,103,360,1,Urban,N
LP004222,Female,Yes,2,Graduate,,1963,0,53,480,0,Urban,N
LP004223,Male,No,3+,Not Graduate,No,7441,0,194,360,1,Semiurban,Y
LP004224,Female,Yes,0,Graduate,No,4547,0,115,360,1,Semiurban,N
LP004225,Male,Yes,0,Graduate,No,2167,2400,115,360,1,Semiurban,Y
LP004226,Male,Yes,0,Graduate,No,2213,0,66,360,1,Urban,Y
LP004227,Male,Yes,2,Graduate,,8300,0,152,300,,Urban,Y
LP004228,Male,Yes,,Graduate,Yes,81000,0,360,360,1,Rural,Y
LP004229,Female,Yes,0,Graduate,No,3867,0,62,360,1,Rural,N
LP004230,Male,No,2,Graduate,No,6256,0,160,480,1,Semiurban,N
LP004231,Male,Yes,3+,Graduate,Yes,6096,0,218,,0,Rural,N
LP004232,Male,Yes,0,Not Graduate,No,2253,2033,110,360,1,Semiurban,Y
LP004233,Female,No,3+,Graduate,Yes,2149,3237,178,360,1,Rural,N
LP004234,Male,Yes,0,Graduate,Yes,2995,0,60,360,1,Semiurban,Y
LP004235,Male,No,1,Not Graduate,No,2600,0,160,360,1,Semiurban,Y
LP004236,Male,Yes,0,Graduate,Yes,1600,20000,239,300,1,Rural,Y
LP004237,Male,Yes,1,Graduate,No,1025,2773,112,180,0,Urban,N
LP004238,Female,Yes,2,Not Graduate,No,3246,1417,138,360,1,Urban,Y
LP004239,Male,Yes,0,Graduate,No,5829,0,138,180,1,Urban,Y
